IMO,Name of ship,Gross tonnage,Type of ship,Vessel Size,Year of build,Controller,Flag,Class,Last Survey,Russian lifter,Iran Linked?,Re Classed in 2022,Transacted in 2022,Suspicious
9567702,EURO,81314,Crude Oil Tanker,Suezmax,2012,TSAKOS ENERGY,Bahamas (BHS),ABS,13/9/2017,, , ,,
9567697,EUROVISION,81314,Crude Oil Tanker,Suezmax,2013,TSAKOS ENERGY,Bahamas (BHS),ABS,5/3/2018,, , ,,
9565948,SPYROS K,81314,Crude Oil Tanker,Suezmax,2011,TSAKOS ENERGY,Liberia (LBR),ABS,15/4/2016,, , ,,
9772113,CHIOS,81315,Crude Oil Tanker,Suezmax,2016,Chevron,Greece (GRC),ABS,18/4/2021,, , ,,
9772125,CHRISTINA,81315,Crude Oil Tanker,Suezmax,2016,Livanos Group,Greece (GRC),ABS,9/6/2021,, , ,,
9380738,CAP FELIX,81324,Crude Oil Tanker,Suezmax,2008,EURONAV,Belgium (BEL),LRS,7/4/2018,, , ,,
9380740,CAP THEODORA,81324,Crude Oil Tanker,Suezmax,2008,EURONAV,Greece (GRC),LRS,12/11/2018,, , ,,
9594793,ATHENS SPIRIT,81326,Crude Oil Tanker,Suezmax,2012,TEEKAY,Bahamas (BHS),LRS,31/5/2017,, , ,,
9808314,GEMMA,26548,Chemical/Oil Products Tanker,MR,2018,Super-Eco Tankers,Malta (MLT),LRS,9/1/2018,, , ,,
9352315,SEACOD,26548,Oil Products Tanker,MR,2006,German Tanker Shipping,Germany (DEU),NV,14/11/2016,, , ,,
9380489,SEAMARLIN,26548,Oil Products Tanker,MR,2007,German Tanker Shipping,Germany (DEU),NV,27/7/2017,, , ,,
9594779,LONDON SPIRIT,81326,Crude Oil Tanker,Suezmax,2011,TEEKAY,Bahamas (BHS),LRS,20/9/2016,, , ,,
9594781,SYDNEY SPIRIT,81326,Crude Oil Tanker,Suezmax,2012,TEEKAY,Bahamas (BHS),LRS,8/3/2017,, , ,,
9380477,SEASPRAT,26548,Oil Products Tanker,MR,2007,German Tanker Shipping,Germany (DEU),NV,6/4/2017,, , ,,
9352303,SEATROUT,26548,Oil Products Tanker,MR,2006,German Tanker Shipping,Germany (DEU),NV,8/6/2016,, , ,,
9274628,ASENA,26634,Chemical/Oil Products Tanker,MR,2004,Moller A. P.,Turkey (TUR),KR,1/7/2019,, , ,,
9274630,RATU ENRA,26634,Chemical/Oil Products Tanker,MR,2004,Moller A. P.,Malaysia (MYS),ABS,31/8/2019,, , ,,
9274678,KATSUYAMA,26659,Chemical/Oil Products Tanker,MR,2005,LITASCO,Marshall Islands (MHL),LRS,24/3/2021,, , ,,
9274642,KEONAMEX VICTORY,26659,Chemical/Oil Products Tanker,MR,2004,Maersk Tankers,Nigeria (NGA),LRS,11/12/2019,, , ,,
9274446,HUELVA STAR,81328,Crude Oil Tanker,Suezmax,2004,HEIDMAR,Liberia (LBR),IRS,5/1/2019,, , ,,
9274654,TONDA,26659,Chemical/Oil Products Tanker,MR,2005,Maersk Tankers,Marshall Islands (MHL),LRS,27/7/2015,, , ,,
9274666,KOCATEPE,26662,Chemical/Oil Products Tanker,MR,2005,Besiktas,Marshall Islands (MHL),BV,22/8/2020,, , ,,
9669653,CIELO DI GAETA,26746,Chemical/Oil Products Tanker,MR,2014,D'Amico Tankers,Malta (MLT),ABS,11/3/2019,, , ,,
9669665,CIELO DI NEW YORK,26746,Chemical/Oil Products Tanker,MR,2014,D'Amico Tankers,Malta (MLT),ABS,13/3/2019,, , ,,
9274434,NANDA DEVI,81328,Crude Oil Tanker,Suezmax,2003,GATIK SHIPMANAGEMENT,St.Kitts and Nevis (KNA),NV,23/11/2018,, , ,,
9326902,PK PHOENIX,26751,Chemical/Oil Products Tanker,MR,2007,UNKNOWN,Panama (PAN),RINA,31/1/2021,, , ,,
9459046,DESH SHOBHA,81334,Crude Oil Tanker,Suezmax,2012,SCI,India (IND),LRS,9/10/2017,, , ,,
9290397,KRITI VIGOR,81334,Crude Oil Tanker,Suezmax,2005,Motor Oil Hellas (MOH),Marshall Islands (MHL),ABS,21/11/2020,YES, , ,,
9318072,LOS ANGELES SPIRIT,81339,Crude Oil Tanker,Suezmax,2007,TEEKAY,Bahamas (BHS),NV,9/12/2016,, , ,,
9326914,TORM ADVENTURER,26751,Chemical/Oil Products Tanker,MR,2007,Maersk Tankers,Denmark (DIS) (DIS),ABS,26/11/2016,, , ,,
9821859,GLOBAL GLORY,26754,Chemical/Oil Products Tanker,MR,2019,JUNZHENG GROUP,"Hong Kong, China (HKG)",LRS,3/1/2019,, , ,,
9343194,TORM LEADER,26794,Chemical/Oil Products Tanker,MR,2009,Maersk Tankers,Denmark (DIS) (DIS),NV,31/3/2019,, , ,,
9326926,TORM VOYAGER,26809,Chemical/Oil Products Tanker,MR,2008,Maersk Tankers,Denmark (DIS) (DIS),NV,28/4/2018,, , ,,
9318096,SEAVOYAGER,81339,Crude Oil Tanker,Suezmax,2007,THENAMARIS,Malta (MLT),NV,3/8/2017,, , ,,
9367695,HANSA SEALANCER,26897,Oil Products Tanker,MR,2008,Ardmore Shipping,Marshall Islands (MHL),LRS,29/6/2018,, , ,,
9367683,KALINKA,26897,Oil Products Tanker,MR,2008,Spring Marine,Marshall Islands (MHL),NKK,26/9/2020,, , ,,
9318084,SUEZ ENCHANTED,81339,Crude Oil Tanker,Suezmax,2007,Stealth Maritime,Liberia (LBR),LRS,7/3/2017,YES, , ,,
9367671,MINERVA MEDITERRANEA,26897,Oil Products Tanker,MR,2008,Minerva Marine,Malta (MLT),NKK,23/5/2018,YES, , ,,
9710347,MARINER B,91159,"FSO, Oil",FSO,2016,UNKNOWN,United Kingdom (GBR),LRS,10/6/2016,, , ,,
9367748,ALDABRA,26900,Oil Products Tanker,MR,2008,UNKNOWN,Marshall Islands (MHL),NKK,4/10/2018,, , ,,
9313266,DAYTONA,26900,Oil Products Tanker,MR,2005,Coral Shipping Corp,Marshall Islands (MHL),NV,24/11/2020,, , ,,
9367750,DEE4 ELM,26900,Oil Products Tanker,MR,2009,NORDEN,Singapore (SGP),NKK,21/11/2018,, , ,,
9338802,FOS POWER,26900,Oil Products Tanker,MR,2007,Aerio Holdings,Marshall Islands (MHL),LRS,13/4/2017,, , ,,
9367712,HANSA SEALEADER,26900,Oil Products Tanker,MR,2008,Ardmore Shipping,Marshall Islands (MHL),LRS,22/8/2018,, , ,,
